instruction,gold,source,category,response
"ERP 구축 절차를 바르게 나타낸 것은 무엇인가?
1. 분석 → 설계 → 구현 → 구축
2. 설계 → 분석 → 구축 → 구현
3. 설계 → 구현 → 분석 → 구축
4. 분석 → 설계 → 구축 → 구현

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Accounting,"문제를 해결하기 위해 ERP(Enterprise Resource Planning) 시스템 구축의 일반적인 절차를 순서대로 정리해보겠습니다.

1. 분석(Analysis): 기존 시스템 또는 업무 흐름을 분석하여 요구 사항을 도출합니다.
2. 설계(Design): 분석 단계에서 도출된 요구 사항을 바탕으로 시스템의 전체적인 구조와 세부적인 부분을 설계합니다.
3. 구현(Implementation): 설계된 내용을 실제 프로그램이나 시스템으로 구현(개발)합니다.
4. 구축(Deployment): 구현된 시스템을 실제 업무 환경에 적용(설치, 배포)하고 운영할 수 있도록 합니다.

따라서 ERP 구축 과정의 올바른 순서는 
분석 → 설계 → 구현 → 구축 입니다.

선택지를 보면:

1. 분석 → 설계 → 구현 → 구축 (정답)
2. 설계 → 분석 → 구축 → 구현 (순서가 틀림)
3. 설계 → 구현 → 분석 → 구축 (순서가 틀림)
4. 분석 → 설계 → 구축 → 구현 (구현과 구축의 순서가 바뀜)

따라서 정답은

\boxed{1}"
"ERP도입의 성공요인이라고 볼 수 없는 것은 무엇인가?
1. 사전준비를 철저히 한다.
2. 현재의 업무방식을 그대로 고수한다.
3. 단기간의 효과위주로 구현하지 않는다.
4. 최고 경영진을 프로젝트에서 배제하지 않는다.

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Accounting,"문제 분석  
ERP(Enterprise Resource Planning, 전사적 자원 관리) 도입의 성공요인에 해당하지 않는 것을 고르는 문제입니다.

보기별 분석  
1. 사전준비를 철저히 한다.  
ERP 도입 성공을 위해서는 충분한 사전 분석과 준비가 필수적입니다. → 성공요인 맞음.

2. 현재의 업무방식을 그대로 고수한다.  
ERP 도입의 핵심은 비효율적인 기존 업무방식을 재설계하고 개선하는 것입니다. 기존 방식을 고수하면 ERP 도입 효과가 떨어지므로 성공요인이라고 볼 수 없습니다. → 성공요인 아님.

3. 단기간의 효과위주로 구현하지 않는다.  
ERP은 단기적인 효과보다 장기적인 관점에서 점진적 효과를 기대하는 것이 중요합니다. → 성공요인 맞음.

4. 최고 경영진을 프로젝트에서 배제하지 않는다.  
최고 경영진의 적극적인 참여와 지원은 매우 중요한 성공요인 중 하나입니다. → 성공요인 맞음.

정답  
성공요인이라고 볼 수 없는 것(즉, 성공요인이 아닌 것)은 2번입니다.

최종 정답
\boxed{2}"
"ERP 도입의 예상효과로 볼 수 없는 것은 무엇인가?
1. 투명한 경영
2. 고객서비스 개선
3. 결산작업의 증가
4. 재고물류비용 감소

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Accounting,"문제 분석  
ERP(Enterprise Resource Planning, 전사적 자원 관리)는 기업 전반의 자원을 통합적으로 관리하여 경영의 효율성을 높이는 정보시스템입니다.

각 선택지별로 ERP 도입의 효과와 관련 있는지를 확인해봅시다.

1. 투명한 경영  
ERP 시스템은 데이터를 실시간으로 통합 관리하기 때문에 경영 투명성이 높아집니다.  
→ ERP의 예상효과에 해당합니다.

2. 고객서비스 개선  
ERP 도입으로 고객자료 및 주문처리 등의 프로세스가 신속, 정확해져 고객서비스가 개선됩니다.  
→ ERP의 예상효과에 해당합니다.

3. 결산작업의 증가  
ERP는 데이터가 통합적으로 관리되어 결산작업이 수월하게 이루어지므로, 결산작업의 시간이 줄어드는 효과가 있습니다.  
‘증가’는 ERP 도입의 효과가 아니며 오히려 반대의 결과입니다.  
→ ERP의 예상효과가 아닙니다.

4. 재고물류비용 감소  
ERP의 주요 목적인 비용 절감에 해당하며, 재고 및 물류 관리가 체계화되어 비용이 감소합니다.  
→ ERP의 예상효과에 해당합니다.

정답  
결산작업의 ‘증가’가 ERP 도입의 예상효과와 상반된 내용입니다.

따라서 정답은  
\boxed{3}"
"전략적 기업경영(SEM) 시스템은 기업운영을 위한 전략적인 부분을 지원하고, 경영에 필요한 정보를 제공해 주는 것으로 단위시스템들로 구성될 수 있다. 이 중 가장 적합하지 않은 것은 무엇인가?
1. 성과측정관리(BSC, Balanced Score Card)
2. 부가가치경영(VBM, Valued-Based Management)
3. 활동기준경영(ABM, Activity-Based Management)
4. 제조자원계획(MRP II, Manufacturing Resource Planning)

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Accounting,"필요한 정보 및 개념 정리:  
전략적 기업경영(SEM, Strategic Enterprise Management) 시스템은 기업의 전략적인 경영 목표를 지원하고, 경영진에게 의사결정에 필요한 정보를 제공하는 시스템입니다. 대표적으로 성과측정관리(BSC), 부가가치경영(VBM), 활동기준경영(ABM) 등이 SEM의 단위 시스템에 해당합니다. 이들은 모두 전략적 관리와 정보 제공, 그리고 경영 효율성 향상에 직접적인 연관성이 있습니다.

반면, 제조자원계획(MRP II)은 생산, 제조 등의 운영활동에 필요한 자원을 계획·관리하는 시스템입니다. 즉, 전략적 경영보다는 생산 현장의 효율화, 재고관리 등에 초점을 두고 있기 때문에 SEM 시스템의 범주에 직접적으로 속하지 않습니다.

선택지별 설명:  
1. 성과측정관리(BSC): 전략적 목표 관리와 성과 지표 제공 – SEM에 적합  
2. 부가가치경영(VBM): 기업가치 중심 경영 체계 – SEM에 적합  
3. 활동기준경영(ABM): 활동 단위로 원가 분석 및 개선 – SEM에 적합  
4. 제조자원계획(MRP II): 생산 및 자원 계획 시스템, 전략적 경영보다는 생산관리 시스템 – SEM에 적합하지 않음

따라서 가장 적합하지 않은 것은 제조자원계획(MRP II)입니다.

정답: \boxed{4}"
"(주)대한은 2015년 3월 5일 (주)민국을 인수합병하면서 현금 5억원을 지급하였다. (주)민국의 2015년 3월 5일 현재 자산의 공정가치는 7억원이며 부채의 공정가치는 3억원인 경우 영업권의 가치는 얼마인가?
1. 1억원
2. 2억원
3. 3억원
4. 5억원

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"필요한 정보  
- 인수합병 시 지급한 현금: 5억원  
- 피인수회사의 자산 공정가치: 7억원  
- 피인수회사의 부채 공정가치: 3억원  

적용 공식  
영업권(Goodwill) = 인수대가 - (피인수회사 순자산의 공정가치)  
여기서, 피인수회사 순자산의 공정가치 = 자산의 공정가치 - 부채의 공정가치

계산 과정  
1. 피인수회사 순자산의 공정가치 = 7억원 - 3억원 = 4억원  
2. 영업권 = 인수대가(5억원) - 순자산공정가치(4억원) = 1억원

정답  
\boxed{1}"
"ERP 도입의 최종 목적으로 타당한 것은 무엇인가?
1. 조직문화 혁신
2. 경영혁신의 수단
3. 고객만족과 이윤 극대화
4. 기업내부의 정보인프라 구축

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Accounting,"먼저, ERP(Enterprise Resource Planning, 전사적 자원관리) 시스템 도입의 목적에 대해 이해해야 합니다. ERP는 기업 전체의 자원(인적, 물적, 재무, 정보 등)을 통합적으로 관리하여 경영 효율성을 높이고, 업무 프로세스를 표준화하며, 실시간 정보 제공을 통해 신속한 의사결정을 지원하는 시스템입니다.

각 선택지를 살펴보면 다음과 같습니다.

1. 조직문화 혁신: ERP 도입으로 인해 어느 정도 조직문화에도 변화가 오지만, 이는 궁극적인(최종) 목적이기보다는 부수적 효과에 가깝습니다.
2. 경영혁신의 수단: ERP는 경영혁신을 위한 ‘수단’이지, ERP 도입의 ‘최종 목적’이 아닙니다.
3. 고객만족과 이윤 극대화: ERP 도입의 도입 비용과 기간, 노력의 궁극적인 목적은 바로 이 부분에 있습니다. 업무 효율성을 높이고, 실시간 정보 제공 및 프로세스 혁신을 통해 고객에게 더 나은 서비스를 제공하고(고객만족), 그 결과로 이윤을 극대화하는 것이 ERP 도입의 가장 궁극적이고 타당한 목적입니다.
4. 기업내부의 정보인프라 구축: 정보인프라 구축은 ERP 도입의 필요조건 혹은 과정 중 하나이지만, 이것 또한 궁극적인 목적은 아닙니다.

따라서, ERP 도입의 최종 목적으로 가장 타당한 것은 ""고객만족과 이윤 극대화"" 입니다.

정답: \boxed{3}"
"미수수익과 같이 미래에 수취할 금액에 대한 자산을 관련된 부채나 수익과 함께 인식하는 회계과정은 무엇에 근거하고 있는가?
1. 발생주의
2. 실질우선주의
3. 역사적 원가주의
4. 수익비용대응원칙

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"문제를 분석해보면, ""미수수익과 같이 미래에 수취할 금액에 대한 자산을 관련된 부채나 수익과 함께 인식하는 회계과정""이 무엇에 근거하는지를 묻고 있습니다. 각 선택지를 하나씩 살펴보겠습니다.

1. 발생주의  
발생주의(accrual basis)는 수익과 비용이 현금의 수취 및 지급시점이 아니라 경제적 실체가 발생한 기간에 인식하는 회계기준입니다. 즉, 수익이 실현되었거나 실현될 권리가 생기면 미수수익과 같은 자산을 인식하고, 비용도 실제로 현금이 나가지 않았더라도 발생 사실이 있으면 인식하는 것에 해당합니다. 미수수익은 실제로 현금이 들어오지 않았지만 발생한 수익에 대해 자산으로 인식하므로 발생주의와 관련이 깊습니다.

2. 실질우선주의  
실질우선주의(substance over form)는 거래의 실질을 더 우선해 회계처리하라는 원칙으로, 거래의 법적 형태보다는 경제적 내용을 우선 고려하여 회계처리하도록 합니다. 이는 자산, 부채, 수익, 비용의 인식과 측정에 있어 중요한 원칙이지만, 직접적으로 ""미수수익""의 인식 방식과는 거리가 있습니다.

3. 역사적 원가주의  
역사적 원가주의(historical cost principle)는 자산이나 부채를 최초 취득원가로 기록하는 원칙입니다. 이 원칙은 미수수익처럼 미래에 수취할 금액에 대한 자산의 인식과는 맞지 않습니다. 미수수익은 거래가 발생한 시점, 즉 실제로 서비스를 제공하거나 상품을 인도한 시점을 기준으로 인식하는 것이지, 취득원가는 관련이 없습니다.

4. 수익비용대응원칙  
수익비용대응원칙(matching principle)은 수익이 인식되는 시점에 대응되는 비용도 인식해야 한다는 원칙입니다. 이 원칙도 회계에 있어 매우 중요하지만, 미수수익의 인식(아직 현금은 들어오지 않았으나, 이미 수익은 인식되어야 한다는 점)에 직접적으로 관련 있는 것은 아닙니다.

따라서 위 설명을 종합해보면, 미수수익처럼 현금 수취 전이지만 수익(및 관련 자산)을 인식하는 경우는 ""발생주의""에 근거한 것입니다.

정답: \boxed{1}"
"기말현재 발생하였으나 아직 인식하지 아니한 급여에 대한 결산수정분개는 어떤 유형의 결산수정분개로 분류되는가?
1. 비용의 발생
2. 비용의 이연
3. 수익의 발생
4. 수익의 이연

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"문제를 분석해보면:

기말현재 발생하였으나 아직 인식하지 아니한 급여  
→ 즉, 결산 시점에 실제로 '급여'라는 비용이 발생했지만 그동안 장부에는 기록(분개)되지 않은 상태입니다. 결산 시점에 이 내용을 반영하기 위한 분개를 '결산수정분개'라고 합니다.

주어진 보기들을 하나씩 살펴보면:

1. 비용의 발생  
비용이 실제로 발생했으나 아직 회계에 반영되지 않은 경우, 이를 결산시점에 반영합니다. 주로 단기말에 ‘발생주의’에 의거하여 미지급비용(예: 미지급급여) 등으로 계상합니다. 즉, 실제로 발생한 급여비용을 비용으로 인식하고, 아직 지급되지 않았다면 ‘미지급금’으로 인식합니다.  
이 설명이 문제와 부합합니다.

2. 비용의 이연  
비용의 이연은 이미 지출된 금액 중 차기에 속할 부분을 자산(선급비용)으로 계상하는 경우입니다. 이번 문제는 '지출된 비용의 차기 인식'이 아니라, '아직 인식되지 않은(아직 기록되지 않은) 비용의 발생'이므로 해당하지 않습니다.

3. 수익의 발생  
수익이 기말에 실제로 발생했지만 아직 인식하지 않은 경우를 말합니다. 주로 미수수익이 이에 해당합니다. 이 문제는 비용(급여)에 관한 내용이므로 해당하지 않습니다.

4. 수익의 이연  
이는 이미 수령한 금액 중 차기에 속할 부분을 부채(선수수익)로 계상하는 경우입니다. 본 문제와는 관련이 없습니다.

정답:
기말현재 발생하였으나 아직 인식하지 아니한 급여는 '비용의 발생'에 해당합니다.

따라서 정답은  
\boxed{1}"
"(주)생산성은 금년에 ￦100,000의 순이익을 보고하고, 배당금으로 ￦70,000을 지급하였다. 기말이익잉여금이 ￦300,000일 때, 기초이익잉여금은 얼마인가?
1. ₩270,000
2. ₩360,000
3. ₩400,000
4. ₩500,000

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"**문제 해결 과정**

1. **용어 정리**  
   - 순이익: 올해 회사가 벌어들인 순수익 (Net Income).
   - 배당금: 회사가 주주들에게 분배한 금액 (Dividends Paid).
   - 기말이익잉여금: 올해 말 남아 있는 이익잉여금 (Ending Retained Earnings).
   - 기초이익잉여금: 올해 초에 가지고 있던 이익잉여금 (Beginning Retained Earnings).

2. **이익잉여금의 변화 공식**  
   \[
   \text{기말이익잉여금} = \text{기초이익잉여금} + \text{순이익} - \text{배당금}
   \]
   여기서 우리가 구하려는 것은 기초이익잉여금입니다.

3. **값 대입 및 정리**  
   - 기말이익잉여금: 300,000원
   - 순이익: 100,000원
   - 배당금: 70,000원

   위 식에 대입:
   \[
   300,000 = \text{기초이익잉여금} + 100,000 - 70,000
   \]
   \[
   300,000 = \text{기초이익잉여금} + 30,000
   \]

4. **기초이익잉여금 계산**
   \[
   \text{기초이익잉여금} = 300,000 - 30,000 = 270,000
   \]

---

**정답**
\[
\boxed{1}
\]"
"자본의 크기와 자본의 변동에 관한 정보를 제공하는 재무보고서에 해당하는 것은?
1. 현금흐름표
2. 자본변동표
3. 재무상태표
4. 포괄손익계산서

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Accounting,"문제 해설:  
문제에서 묻는 것은 ‘자본의 크기와 자본의 변동에 관한 정보를 제공’하는 재무보고서가 무엇인지를 고르는 것입니다. 각 보기가 어떤 보고서를 의미하는지 살펴보겠습니다.

1. 현금흐름표:  
기업의 일정 기간 동안의 현금과 현금성자산의 유입과 유출, 즉 현금흐름에 관한 정보를 제공합니다. 이는 현금의 흐름에 초점을 두기 때문에 자본의 크기와 변동 정보를 직접적으로 제공하지 않습니다.

2. 자본변동표:  
기업의 자본변동내역, 즉 일정기간 동안의 자본의 증감 원인(예: 이익잉여금, 자본금 증감, 기타포괄손익 누계액 등)을 명확하게 보여주는 재무보고서입니다. 자본의 크기와 변동에 가장 면밀하게 초점을 둔 보고서입니다.

3. 재무상태표:  
특정 시점의 자산, 부채, 자본의 구성과 규모(크기)를 보여줍니다. 자본의 크기는 보여주나, 변동의 내역(변동 사유 등)은 직접적으로 제공하지 않습니다.

4. 포괄손익계산서:  
기업의 일정기간 동안의 수익, 비용, 이익 등을 보여주며, 그 결과로 발생하는 총포괄이익이 자본에 영향을 미치기는 하지만 자본의 크기나 변동을 직접적으로 상세하게 설명하지는 않습니다.

결론:
보기 중 자본의 크기뿐만 아니라, 자본 변동의 내역과 원인을 제공하는 재무보고서는 2번 ‘자본변동표’입니다.

정답:  
\boxed{2}"
"(주)상공은 현금의 실제 금액이 장부금액보다 ￦50,000 부족한 것을 발견하여 현금과부족 계정으로 회계처리를 하였다. 그 후 불일치 원인을 찾으려 노력하였지만 결산 시까지 발견할 수가 없었다. 결산 시 회계처리로 옳은 것은?
1. (차) 잡손실 50,000 (대) 현금 50,000
2. (차) 잡손실 50,000 (대) 현금과부족 50,000
3. (차) 현금 50,000 (대) 잡이익 50,000
4. (차) 현금과부족 50,000 (대) 잡이익 50,000

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",2,KMMLU-Train,Accounting,"**문제 해설**

1. 문제의 상황 요약  
- 회사는 현금의 실제 금액이 장부금액보다 ￦50,000 부족함을 발견했습니다.  
- 따라서 처음에는  
  (차) 현금과부족 50,000 (대) 현금 50,000  
  이렇게 회계처리합니다.  
- 이후 결산일까지 원인을 찾지 못했으므로, 결산 시 그 차액을 손익계정(잡손실 또는 잡이익 등)으로 처리해야 합니다.

2. 결산 시 처리 방법  
- 현금과부족의 차액이 ""현금 부족""이므로 이는 회사 입장에서는 손실입니다.  
- 따라서 ""잡손실""로 보내야 하고, 기존에 쌓아둔 현금과부족 계정을 상계 소멸시켜야 합니다.  
- 분개는 다음과 같습니다:  
  (차) 잡손실 50,000 (대) 현금과부족 50,000

3. 선지별 분석  
- 1번: (차) 잡손실 50,000 (대) 현금 50,000  
  → 결산 분개가 아님(현금이 다시 빠져나가는 것처럼 처리).  
- 2번: (차) 잡손실 50,000 (대) 현금과부족 50,000  
  → 현금과부족 계정을 잡손실로 대체, 결산 시 올바른 분개.  
- 3번: (차) 현금 50,000 (대) 잡이익 50,000  
  → 실제로 있는 현금이 아님, 적합하지 않음.  
- 4번: (차) 현금과부족 50,000 (대) 잡이익 50,000  
  → 현금 부족은 잡손실로 처리해야 함.

4. 결론  
정답은 2번입니다.

\boxed{2}"
"경영진이 의도하는 방식으로 자산을 가동하고자 필요한 장소와 상태에 이르게 하는데 직접 관련되는 원가의 예로 옳은 것은?
1. 설치원가 및 조립원가
2. 새로운 상품과 서비스를 소개하는 데 소요되는 원가
3. 관리 및 기타 일반간접원가
4. 새로운 기술을 개발하는데 소요되는 원가

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"문제 해설:

문제는 ""경영진이 의도하는 방식으로 자산을 가동하고자 필요한 장소와 상태에 이르게 하는데 직접 관련되는 원가""에 대한 예시를 묻는 문제입니다. 이는 국제회계기준(IFRS) 및 한국채택국제회계기준(K-IFRS)에서 '자산의 취득원가(capitalizable cost)' 또는 '취득 관련 원가'의 예시에 해당합니다.

각 보기별로 살펴보겠습니다.

1. 설치원가 및 조립원가  
설명: 자산을 설치하고 조립하는 데 드는 비용은 자산을 정상 사용이 가능한 상태로 만들기 위해 필수적인 원가입니다. 이는 해당 자산을 경영진이 의도하는 장소와 상태로 이르게 하기 위해 반드시 소요되는 지출입니다.  
→ 정답에 가장 부합합니다.

2. 새로운 상품과 서비스를 소개하는 데 소요되는 원가  
설명: 이는 마케팅 비용이나 연구개발비 등으로 분류되며, 자산의 취득 및 설치와 직접적인 관련이 없습니다. 특정 자산을 설치·준비하는 데 드는 비용이 아니므로, 자산의 원가에 포함되지 않습니다.

3. 관리 및 기타 일반간접원가  
설명: 회사 운영과 관련된 일반적인 관리비용 또는 기타 간접원가는 자산의 취득 및 사용 가능 상태와 직접적으로 연결되지 않습니다. 역시 자산의 원가에 포함할 수 없습니다.

4. 새로운 기술을 개발하는데 소요되는 원가  
설명: 새로운 기술 개발 비용은 연구개발비(R&D)에 해당하며, 보통 자산 취득원가로 인식하지 않습니다. 이는 무형자산의 인정요건을 충족하는 경우를 제외하면, 자산 취득·준비 원가와는 성격이 다릅니다.

정답:
설치 및 조립원가(1번)만이 경영진이 의도하는 방식으로 자산을 가동하고자 필요한 장소와 상태에 이르게 하는 원가에 해당합니다.

정답은  
\boxed{1}"
"20X1년 초에 운용리스로 제공할 목적으로 건물을 취득하였다. 건물의 취득원가는 ￦10,000이며, 잔존가치는 ￦0, 내용연수는 10년으로 추정된다. 동 건물에 대하여 공정가치모형을 적용하기로 한다. 20X1년 말 현재 공정가치가 ￦11,000이라면, 20X1년도의 포괄손익계산서에 계상되는 동 건물에 대한 감가상각비와 투자부동산 평가손익은 각각 얼마인가? (단, 법인세효과는 없다.)
1. 감가상각비 ￦1,000 투자부동산평가이익 ￦2,000
2. 감가상각비 ￦1,000 투자부동산평가이익 ￦1,000
3. 감가상각비 ￦0 투자부동산평가이익 ￦2,000
4. 감가상각비 ￦0 투자부동산평가이익 ￦1,000

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",4,KMMLU-Train,Accounting,"■ 문제 해설

1. 투자부동산의 회계정책  
운용리스 목적으로 보유하는 건물은 ‘투자부동산’에 해당합니다. 투자부동산은 ‘원가모형’을 적용할 수도 있고, ‘공정가치모형’을 적용할 수도 있습니다.  
문제에서는 “공정가치모형”을 적용한다고 명시했습니다.

2. 공정가치모형의 회계처리  
공정가치모형을 적용하는 경우 투자부동산에 대해 감가상각을 하지 않습니다. (즉, 감가상각비 계상 없음)  
연말에 공정가치 변동액을 ‘투자부동산 평가이익(또는 손실, 투자부동산손상차손)’으로 인식합니다.

3. 문제의 건물 정보
- 취득원가: ￦10,000  
- 내용연수: 10년  
- 잔존가치: 0  
- 감가상각비(원가모형일 경우): ￦10,000 / 10년 = ￦1,000/년  
- 20X1년말 공정가치: ￦11,000

4. 포괄손익계산서 계상액
(1) 감가상각비  
공정가치모형 적용 > 감가상각비 \textbf{계상하지 않음}: ￦0

(2) 투자부동산 평가이익  
공정가치 변동(평가이익) = 20X1년말 공정가치 - 취득원가  
= ￦11,000 - ￦10,000 = ￦1,000

5. 선택지 검토
1. 감가상각비 ￦1,000, 투자부동산평가이익 ￦2,000 (X)
2. 감가상각비 ￦1,000, 투자부동산평가이익 ￦1,000 (X)
3. 감가상각비 ￦0, 투자부동산평가이익 ￦2,000 (X)
4. 감가상각비 ￦0, 투자부동산평가이익 ￦1,000 (O)

따라서 정답은  
\boxed{4}"
"사무용 소모품 등 금액이 크지 않은 것에 대하여 자산계상 또는 구입즉시 비용으로 처리할 수도 있다. 이렇게 회계처리할 수 있는 근거는 재무정보의 질적특성 중 어디에 해당하는가?
1. 중요성
2. 수익비용대응
3. 계속성
4. 비교가능성

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",1,KMMLU-Train,Accounting,"필요한 정보 정리  
문제에서 사무용 소모품 등 금액이 크지 않은 것(금액이 경미한 항목)에 대해 자산으로 삼거나 비용으로 처리할 수 있다는 내용이 있습니다.  
이러한 회계처리가 허용되는 근거는 무엇인가 묻고 있습니다. 답지에는 재무정보의 질적특성 4가지가 제시되어 있습니다.

각 특성의 적용 설명  
중요성(1)은 ""회계정보가 의사결정에 영향을 줄 수 있는 정도""를 나타내며, 중요하지 않은 항목은 간편한 방법으로 처리할 수 있게 허용함을 의미합니다.

수익비용대응(2)은 ""관련된 수익과 비용을 같은 기간에 대응해서 인식한다""는 개념입니다.  
계속성(3)은 ""기업이 영업을 계속한다는 가정 하에 회계처리를 한다""는 개념입니다.  
비교가능성(4)은 ""같은 기업의 서로 다른 기간끼리, 또는 기업 간에 비교가 가능하도록 한다""는 개념입니다.

적용 설명  
문제에서 '금액이 크지 않은 것'에 대한 간소한 회계처리는 바로 '중요성'을 근거로 허용됩니다.  
즉, 재무정보의 중요성에 따라 금액이 경미한 경우 복잡한 절차를 생략할 수 있습니다.

정답  
\boxed{1}"
"(주)상공은 20×1년 초에 장기적인 임대수익을 얻을 목적으로 건물을 ￦400,000에 구입하였다. 동 건물의 내용연수 10년이고, 잔존가치는 없다. 감가상각은 정액법으로 한다. 20×1년 12월 31일과 20×2년 12월 31일 현재의 공정가치는 각각 720,000원과 600,000원이다. 동 건물에 대하여 원가모형을 적용할 경우 20×2년도 당기손익에 영향을 미치는 금액은 얼마인가?
1. 80,000원
2. 60,000원
3. 40,000원
4. 20,000원

주어진 문제를 풀고 \boxed{N} 형태로 정답을 반환하세요.",3,KMMLU-Train,Accounting,"주어진 문제를 단계적으로 분석해보겠습니다.

**[문제 해설]**
- 20×1년 초에 ￦400,000에 건물을 취득.
- 내용연수 10년, 잔존가치 0, 감가상각은 정액법.
- 원가모형 적용 → 감가상각비만 손익에 반영(공정가치는 무시).
- 20×2년도 당기손익에 영향을 미치는 금액 = 20×2년의 감가상각비
- 감가상각비 = (취득원가 - 잔존가치) ÷ 내용연수

1. ■ 감가상각비 연간 계산  
   = (400,000 - 0) ÷ 10  
   = 40,000원

2. ■ 20×2년도 당기손익에 미치는 금액  
   - 원가모형이므로 감가상각비만 인식  
   - 20×2년도 분 감가상각비: 40,000원  

3. ■ 선택지와 비교
   1. 80,000 : 2년분 누계 감가상각 예상, 오답.
   2. 60,000 : 1년분 + 2년분의 합, 오답.
   3. 40,000 : 2년차 1년 감가상각비만, 정답.
   4. 20,000 : 2년분 감가상각의 절반, 오답.

따라서, 20×2년도 당기의 손익에 미치는 금액은 1년 치 감가상각비인 40,000원입니다.

정답:  
\boxed{3}"
